t,x_1,x_2,x_3,y
0,6.29561810163095,2.59396437490936,4.7968439998465,60.3237485141075
0.0300272975432211,6.27672721084889,2.50926248025625,4.72315553247868,59.5427173983026
0.0600545950864422,6.257866052909,2.42935914787533,4.65317939458923,58.7993080271941
0.0900818926296633,6.23903458101403,2.35385783547533,4.58660987860052,58.0904267731128
0.120109190172884,6.22023274844038,2.28240452195299,4.52317405572932,57.4133117062729
0.150136487716106,6.20146050853796,2.2146821567633,4.46262749711358,56.7654892956629
0.180163785259327,6.18271781473016,2.15040595664881,4.40475064815199,56.1447377199773
0.210191082802548,6.16400462051362,2.08931940255503,4.34934574260337,55.5490556405297
0.240218380345769,6.14532087945823,2.0311908180652,4.29623416496814,54.976635510456
0.27024567788899,6.12666654520691,1.97581043312862,4.24525418697324,54.4258406695751
0.300272975432211,6.10804157147556,1.92298785463418,4.19625901768609,53.895185612949
0.330300272975432,6.08944591205293,1.87254987954646,4.14911511770346,53.3833189316908
0.360327570518653,6.07087952080051,1.82433859767332,4.10370073661164,52.889008513116
0.390354868061874,6.05234235165239,1.77820974027899,4.05990463996411,52.4111286586763
0.420382165605096,6.03383435861518,1.73403123816207,4.01762499773177,51.948648835876
0.450409463148317,6.01535549576787,1.69168195884296,3.97676841082503,51.5006238273795
0.480436760691538,5.99690571726173,1.65105059743107,3.93724905608479,51.0661850789357
0.510464058234759,5.9784849773202,1.61203469978617,3.8989879332563,50.6445330792973
0.54049135577798,5.96009323023876,1.57453979992305,3.86191220003109,50.2349306313246
0.570518653321201,5.94173043038483,1.53847865636988,3.82595458337033,49.8366968950021
0.600545950864422,5.92339653219764,1.50377057448499,3.79105285709191,49.4492021009968
0.630573248407643,5.90509149018814,1.47034080365167,3.75714937717945,49.0718628483209
0.660600545950864,5.88681525893889,1.43811999987314,3.72419066750718,48.7041379121657
0.690627843494086,5.8685677931039,1.40704374563679,3.69212704971248,48.3455244984788
0.720655141037307,5.85034904740859,1.37705212005174,3.66091231182318,47.9955548907114
0.750682438580528,5.8321589766496,1.34808931322377,3.6305034109866,47.6537934416505
0.780709736123749,5.81399753569474,1.320103279646,3.60086020627512,47.3198338696036
0.81073703366697,5.79586467948285,1.29304542607633,3.57194521807683,46.9932968236058
0.840764331210191,5.77776036302371,1.26687032996371,3.54372341103575,46.6738276869309
